"preprocessed" "module_detected" "compared" "submodule_detected"
"DIABRO_000620" TRUE "black" TRUE "pink"
"DIABRO_000621" TRUE "red" TRUE "brown"
"DIABRO_000623" TRUE "yellow" TRUE "royalblue"
"DIABRO_000624" TRUE "purple" TRUE "purple"
"DIABRO_000625" TRUE "turquoise" TRUE "salmon"
"DIABRO_000626" TRUE "skyblue3" TRUE "yellow"
"DIABRO_000627" TRUE "turquoise" TRUE "lightyellow"
"DIABRO_000628" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_000629" TRUE "red" TRUE "brown"
"DIABRO_000630" TRUE "pink" TRUE "brown"
"DIABRO_000631" TRUE "black" TRUE "turquoise"
"DIABRO_000635" TRUE "grey60" TRUE "blue"
"DIABRO_000636" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_000637" TRUE "turquoise" TRUE "blue"
"DIABRO_000638" TRUE "midnightblue" TRUE "blue"
"DIABRO_000639" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_000640" TRUE "blue" TRUE "orange"
"DIABRO_000641" TRUE "greenyellow" TRUE "black"
"DIABRO_000642" TRUE "purple" TRUE "turquoise"
"DIABRO_000644" TRUE "salmon" TRUE "turquoise"
"DIABRO_000646" TRUE "cyan" TRUE "greenyellow"
"DIABRO_000647" TRUE "grey" TRUE "turquoise"
"DIABRO_000650" TRUE "grey60" TRUE "turquoise"
"DIABRO_000652" TRUE "black" TRUE "turquoise"
"DIABRO_000654" TRUE "saddlebrown" TRUE "brown"
"DIABRO_000656" TRUE "yellow" TRUE "turquoise"
"DIABRO_000657" TRUE "turquoise" TRUE "black"
"DIABRO_000658" TRUE "royalblue" TRUE "green"
"DIABRO_000659" TRUE "cyan" TRUE "yellow"
"DIABRO_000660" TRUE "darkmagenta" TRUE "brown"
"DIABRO_000661" TRUE "yellow" TRUE "magenta"
"DIABRO_000662" TRUE "green" TRUE "turquoise"
"DIABRO_000663" TRUE "green" TRUE "turquoise"
"DIABRO_000665" TRUE "saddlebrown" TRUE "blue"
"DIABRO_000668" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_000669" TRUE "green" TRUE "turquoise"
"DIABRO_000671" TRUE "green" TRUE "turquoise"
"DIABRO_000672" TRUE "darkgrey" TRUE "magenta"
"DIABRO_000673" TRUE "darkorange" TRUE "green"
"DIABRO_000674" TRUE "magenta" TRUE "blue"
"DIABRO_000675" TRUE "turquoise" TRUE "blue"
"DIABRO_000676" TRUE "magenta" TRUE "pink"
"DIABRO_000679" TRUE "purple" TRUE "purple"
"DIABRO_000680" TRUE "blue" TRUE "saddlebrown"
"DIABRO_000681" TRUE "blue" TRUE "orange"
"DIABRO_000682" TRUE "yellow" TRUE "green"
"DIABRO_000683" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_000684" TRUE "steelblue" TRUE "brown"
"DIABRO_000685" TRUE "yellow" TRUE "salmon"
"DIABRO_000686" TRUE "white" TRUE "green"
"DIABRO_000687" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_000688" TRUE "paleturquoise" TRUE "blue"
"DIABRO_000689" TRUE "red" TRUE "blue"
"DIABRO_000690" TRUE "brown" TRUE "turquoise"
"DIABRO_000691" TRUE "green" TRUE "turquoise"
"DIABRO_000692" TRUE "blue" TRUE "white"
"DIABRO_000693" TRUE "lightcyan" TRUE "cyan"
"DIABRO_000694" TRUE "darkred" TRUE "turquoise"
"DIABRO_000695" TRUE "brown" TRUE "black"
"DIABRO_000696" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_000697" TRUE "purple" TRUE "turquoise"
"DIABRO_000698" TRUE "violet" TRUE "turquoise"
"DIABRO_000700" TRUE "darkgrey" TRUE "yellow"
"DIABRO_000701" TRUE "steelblue" TRUE "blue"
"DIABRO_000702" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_000706" TRUE "lightgreen" TRUE "brown"
"DIABRO_000707" TRUE "orange" TRUE "yellow"
"DIABRO_000708" TRUE "white" TRUE "blue"
"DIABRO_000709" TRUE "orange" TRUE "blue"
"DIABRO_000710" TRUE "red" TRUE "yellow"
"DIABRO_000711" TRUE "brown" TRUE "steelblue"
"DIABRO_000712" TRUE "yellow" TRUE "tan"
"DIABRO_000713" TRUE "grey60" TRUE "turquoise"
"DIABRO_000714" TRUE "yellow" TRUE "darkgreen"
"DIABRO_000715" TRUE "black" TRUE "blue"
"DIABRO_000716" TRUE "tan" TRUE "turquoise"
"DIABRO_000718" TRUE "violet" TRUE "brown"
"DIABRO_000719" TRUE "black" TRUE "blue"
"DIABRO_000720" TRUE "yellow" TRUE "turquoise"
"DIABRO_000721" TRUE "turquoise" TRUE "blue"
"DIABRO_000722" TRUE "turquoise" TRUE "lightgreen"
"DIABRO_000723" TRUE "darkgreen" TRUE "blue"
"DIABRO_000726" TRUE "darkgreen" TRUE "blue"
"DIABRO_000727" TRUE "steelblue" TRUE "turquoise"
"DIABRO_000728" TRUE "brown" TRUE "greenyellow"
"DIABRO_000729" TRUE "grey60" TRUE "blue"
"DIABRO_000730" TRUE "cyan" TRUE "turquoise"
"DIABRO_000732" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_000733" TRUE "blue" TRUE "darkgreen"
"DIABRO_000734" TRUE "yellow" TRUE "purple"
"DIABRO_000735" TRUE "blue" TRUE "black"
"DIABRO_000736" TRUE "yellow" TRUE "greenyellow"
"DIABRO_000737" TRUE "blue" TRUE "purple"
"DIABRO_000739" TRUE "green" TRUE "turquoise"
"DIABRO_000741" TRUE "darkmagenta" TRUE "green"
"DIABRO_000742" TRUE "grey60" TRUE "turquoise"
"DIABRO_000743" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_000744" TRUE "skyblue3" TRUE "yellow"
"DIABRO_000745" TRUE "grey60" TRUE "turquoise"
"DIABRO_000746" TRUE "purple" TRUE "magenta"
"DIABRO_000747" TRUE "brown" TRUE "turquoise"
"DIABRO_000749" TRUE "mediumpurple3" TRUE "turquoise"
"DIABRO_000750" TRUE "turquoise" TRUE "turquoise"
"DIABRO_000751" TRUE "grey60" TRUE "brown"
"DIABRO_000752" TRUE "purple" TRUE "blue"
"DIABRO_000753" TRUE "turquoise" TRUE "blue"
"DIABRO_000755" TRUE "brown" TRUE "turquoise"
"DIABRO_000756" TRUE "yellow" TRUE "magenta"
"DIABRO_000757" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_000758" TRUE "purple" TRUE "blue"
"DIABRO_000759" TRUE "green" TRUE "turquoise"
"DIABRO_000760" TRUE "yellow" TRUE "turquoise"
"DIABRO_000761" TRUE "darkorange" TRUE "green"
"DIABRO_000762" TRUE "brown" TRUE "yellow"
"DIABRO_000763" TRUE "turquoise" TRUE "turquoise"
"DIABRO_000764" TRUE "steelblue" TRUE "blue"
"DIABRO_000765" TRUE "green" TRUE "turquoise"
"DIABRO_000766" TRUE "blue" TRUE "green"
"DIABRO_000767" TRUE "salmon" TRUE "lightcyan"
"DIABRO_000771" TRUE "black" TRUE "green"
"DIABRO_000772" TRUE "yellow" TRUE "red"
"DIABRO_000774" TRUE "blue" TRUE "lightyellow"
"DIABRO_000775" TRUE "turquoise" TRUE "lightgreen"
"DIABRO_000776" TRUE "pink" TRUE "turquoise"
"DIABRO_000777" TRUE "blue" TRUE "brown"
"DIABRO_000778" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_000779" TRUE "yellow" TRUE "lightcyan"
"DIABRO_000780" TRUE "brown" TRUE "tan"
"DIABRO_000782" TRUE "salmon" TRUE "pink"
"DIABRO_000783" TRUE "plum1" TRUE "yellow"
"DIABRO_000784" TRUE "purple" TRUE "blue"
"DIABRO_000785" TRUE "darkred" TRUE "brown"
"DIABRO_000786" TRUE "darkmagenta" TRUE "turquoise"
"DIABRO_000791" TRUE "magenta" TRUE "pink"
"DIABRO_000795" TRUE "blue" TRUE "purple"
"DIABRO_000796" TRUE "grey" TRUE "turquoise"
"DIABRO_000797" TRUE "turquoise" TRUE "turquoise"
"DIABRO_000798" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_000799" TRUE "darkred" TRUE "brown"
"DIABRO_000800" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_000801" TRUE "grey60" TRUE "turquoise"
"DIABRO_000802" TRUE "green" TRUE "turquoise"
"DIABRO_000803" TRUE "salmon" TRUE "turquoise"
"DIABRO_000804" TRUE "violet" TRUE "blue"
"DIABRO_000805" TRUE "blue" TRUE "pink"
"DIABRO_000807" TRUE "green" TRUE "turquoise"
"DIABRO_000808" TRUE "darkolivegreen" TRUE "turquoise"
"DIABRO_000811" TRUE "skyblue3" TRUE "turquoise"
"DIABRO_000812" TRUE "darkorange" TRUE "yellow"
"DIABRO_000813" TRUE "green" TRUE "turquoise"
"DIABRO_000815" TRUE "cyan" TRUE "turquoise"
"DIABRO_000816" TRUE "magenta" TRUE "blue"
"DIABRO_000818" TRUE "blue" TRUE "blue"
"DIABRO_000819" TRUE "red" TRUE "turquoise"
"DIABRO_000820" TRUE "green" TRUE "turquoise"
"DIABRO_000821" TRUE "pink" TRUE "turquoise"
"DIABRO_000822" TRUE "salmon" TRUE "green"
"DIABRO_000823" TRUE "lightcyan" TRUE "yellow"
"DIABRO_000824" TRUE "green" TRUE "turquoise"
"DIABRO_000827" TRUE "blue" TRUE "red"
"DIABRO_000828" TRUE "magenta" TRUE "blue"
"DIABRO_000829" TRUE "turquoise" TRUE "yellow"
"DIABRO_000830" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_000831" TRUE "grey" TRUE "turquoise"
"DIABRO_000832" TRUE "red" TRUE "greenyellow"
"DIABRO_000833" TRUE "grey" TRUE "turquoise"
"DIABRO_000835" TRUE "darkgrey" TRUE "blue"
"DIABRO_000836" TRUE "red" TRUE "blue"
"DIABRO_000837" TRUE "royalblue" TRUE "magenta"
"DIABRO_000838" TRUE "darkgreen" TRUE "brown"
"DIABRO_000839" TRUE "red" TRUE "blue"
"DIABRO_000840" TRUE "brown" TRUE "magenta"
"DIABRO_000842" TRUE "darkred" TRUE "black"
"DIABRO_000843" TRUE "lightcyan" TRUE "pink"
"DIABRO_000844" TRUE "blue" TRUE "green"
"DIABRO_000845" TRUE "darkgrey" TRUE "magenta"
"DIABRO_000846" TRUE "midnightblue" TRUE "black"
"DIABRO_000847" TRUE "yellow" TRUE "cyan"
"DIABRO_000848" TRUE "yellow" TRUE "turquoise"
"DIABRO_000849" TRUE "turquoise" TRUE "salmon"
"DIABRO_000850" TRUE "darkmagenta" TRUE "blue"
"DIABRO_000853" TRUE "blue" TRUE "white"
"DIABRO_000854" TRUE "yellow" TRUE "turquoise"
"DIABRO_000855" TRUE "yellow" TRUE "turquoise"
"DIABRO_000856" TRUE "darkorange" TRUE "brown"
"DIABRO_000858" TRUE "skyblue3" TRUE "turquoise"
"DIABRO_000859" TRUE "turquoise" TRUE "turquoise"
"DIABRO_000860" TRUE "blue" TRUE "turquoise"
"DIABRO_000862" TRUE "green" TRUE "turquoise"
"DIABRO_000863" TRUE "brown" TRUE "turquoise"
"DIABRO_000864" TRUE "black" TRUE "turquoise"
"DIABRO_000866" TRUE "darkgrey" TRUE "yellow"
"DIABRO_000867" TRUE "darkturquoise" TRUE "brown"
"DIABRO_000868" TRUE "pink" TRUE "purple"
"DIABRO_000870" TRUE "magenta" TRUE "pink"
"DIABRO_000871" TRUE "pink" TRUE "green"
"DIABRO_000872" TRUE "brown" TRUE "darkorange"
"DIABRO_000873" TRUE "purple" TRUE "black"
"DIABRO_000874" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_000875" TRUE "darkgreen" TRUE "blue"
"DIABRO_000876" TRUE "blue" TRUE "yellow"
"DIABRO_000877" TRUE "blue" TRUE "purple"
"DIABRO_000879" TRUE "purple" TRUE "brown"
"DIABRO_000880" TRUE "lightyellow" TRUE "brown"
"DIABRO_000881" TRUE "purple" TRUE "pink"
"DIABRO_000882" TRUE "turquoise" TRUE "darkred"
"DIABRO_000884" TRUE "blue" TRUE "magenta"
"DIABRO_000885" TRUE "turquoise" TRUE "yellow"
"DIABRO_000886" TRUE "green" TRUE "turquoise"
"DIABRO_000887" TRUE "paleturquoise" TRUE "blue"
"DIABRO_000888" TRUE "darkgrey" TRUE "black"
"DIABRO_000889" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_000890" TRUE "green" TRUE "turquoise"
"DIABRO_000892" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_000893" TRUE "lightcyan" TRUE "cyan"
"DIABRO_000894" TRUE "blue" TRUE "yellow"
"DIABRO_000896" TRUE "turquoise" TRUE "blue"
"DIABRO_000897" TRUE "violet" TRUE "brown"
"DIABRO_000899" TRUE "black" TRUE "blue"
"DIABRO_000900" TRUE "green" TRUE "turquoise"
"DIABRO_000901" TRUE "blue" TRUE "lightyellow"
"DIABRO_000902" TRUE "purple" TRUE "turquoise"
"DIABRO_000905" TRUE "magenta" TRUE "turquoise"
"DIABRO_000906" TRUE "yellowgreen" TRUE "blue"
"DIABRO_000907" TRUE "purple" TRUE "salmon"
"DIABRO_000908" TRUE "brown" TRUE "lightcyan"
"DIABRO_000909" TRUE "lightcyan" TRUE "cyan"
"DIABRO_000910" TRUE "pink" TRUE "turquoise"
"DIABRO_000911" TRUE "brown" TRUE "lightgreen"
"DIABRO_000912" TRUE "orange" TRUE "yellow"
"DIABRO_000913" TRUE "grey60" TRUE "turquoise"
"DIABRO_000914" TRUE "darkorange" TRUE "green"
"DIABRO_000915" TRUE "lightgreen" TRUE "red"
"DIABRO_000916" TRUE "turquoise" TRUE "yellow"
"DIABRO_000917" TRUE "blue" TRUE "turquoise"
"DIABRO_000919" TRUE "green" TRUE "turquoise"
"DIABRO_000920" TRUE "darkgrey" TRUE "blue"
"DIABRO_000921" TRUE "white" TRUE "blue"
"DIABRO_000922" TRUE "lightcyan" TRUE "pink"
"DIABRO_000923" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_000924" TRUE "lightcyan" TRUE "purple"
"DIABRO_000925" TRUE "royalblue" TRUE "blue"
"DIABRO_000926" TRUE "yellow" TRUE "darkgreen"
"DIABRO_000927" TRUE "midnightblue" TRUE "red"
"DIABRO_000928" TRUE "brown" TRUE "darkred"
"DIABRO_000929" TRUE "magenta" TRUE "green"
"DIABRO_000931" TRUE "steelblue" TRUE "turquoise"
"DIABRO_000932" TRUE "yellow" TRUE "black"
"DIABRO_000933" TRUE "yellow" TRUE "blue"
"DIABRO_000935" TRUE "darkgrey" TRUE "green"
"DIABRO_000936" TRUE "mediumpurple3" TRUE "turquoise"
"DIABRO_000937" TRUE "black" TRUE "black"
"DIABRO_000938" TRUE "blue" TRUE "turquoise"
"DIABRO_000939" TRUE "blue" TRUE "skyblue"
"DIABRO_000945" TRUE "magenta" TRUE "brown"
"DIABRO_000946" TRUE "lightgreen" TRUE "brown"
"DIABRO_000947" TRUE "midnightblue" TRUE "green"
"DIABRO_000948" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_000949" TRUE "blue" TRUE "saddlebrown"
"DIABRO_000950" TRUE "turquoise" TRUE "turquoise"
"DIABRO_000951" TRUE "salmon" TRUE "turquoise"
"DIABRO_000952" TRUE "darkorange" TRUE "yellow"
"DIABRO_000953" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_000954" TRUE "pink" TRUE "brown"
"DIABRO_000955" TRUE "yellow" TRUE "red"
"DIABRO_000956" TRUE "darkgrey" TRUE "green"
"DIABRO_000957" TRUE "salmon" TRUE "brown"
"DIABRO_000958" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_000959" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_000960" TRUE "midnightblue" TRUE "yellow"
"DIABRO_000961" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_000962" TRUE "turquoise" TRUE "black"
"DIABRO_000964" TRUE "purple" TRUE "turquoise"
"DIABRO_000965" TRUE "darkmagenta" TRUE "brown"
"DIABRO_000966" TRUE "yellowgreen" TRUE "blue"
"DIABRO_000967" TRUE "pink" TRUE "magenta"
"DIABRO_000970" TRUE "purple" TRUE "turquoise"
"DIABRO_000971" TRUE "grey60" TRUE "brown"
"DIABRO_000972" TRUE "salmon" TRUE "turquoise"
"DIABRO_000974" TRUE "steelblue" TRUE "blue"
"DIABRO_000975" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_000976" TRUE "greenyellow" TRUE "pink"
"DIABRO_000980" TRUE "orange" TRUE "turquoise"
"DIABRO_000981" TRUE "blue" TRUE "turquoise"
"DIABRO_000982" TRUE "black" TRUE "magenta"
"DIABRO_000983" TRUE "darkgreen" TRUE "green"
"DIABRO_000985" TRUE "turquoise" TRUE "turquoise"
"DIABRO_000989" TRUE "black" TRUE "magenta"
"DIABRO_000991" TRUE "white" TRUE "turquoise"
"DIABRO_000995" TRUE "turquoise" TRUE "turquoise"
"DIABRO_000996" TRUE "black" TRUE "turquoise"
"DIABRO_000998" TRUE "green" TRUE "turquoise"
"DIABRO_000999" TRUE "tan" TRUE "red"
"DIABRO_001000" TRUE "turquoise" TRUE "blue"
"DIABRO_001004" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_001005" TRUE "lightyellow" TRUE "blue"
"DIABRO_001006" TRUE "darkturquoise" TRUE "blue"
"DIABRO_001007" TRUE "yellow" TRUE "lightcyan"
"DIABRO_001008" TRUE "cyan" TRUE "green"
"DIABRO_001009" TRUE "salmon" TRUE "turquoise"
"DIABRO_001011" TRUE "steelblue" TRUE "turquoise"
"DIABRO_001012" TRUE "turquoise" TRUE "greenyellow"
"DIABRO_001013" TRUE "magenta" TRUE "turquoise"
"DIABRO_001014" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_001016" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_001017" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_001018" TRUE "violet" TRUE "turquoise"
"DIABRO_001023" TRUE "paleturquoise" TRUE "brown"
"DIABRO_001024" TRUE "yellow" TRUE "magenta"
"DIABRO_001025" TRUE "black" TRUE "salmon"
"DIABRO_001026" TRUE "salmon" TRUE "red"
"DIABRO_001030" TRUE "brown" TRUE "greenyellow"
"DIABRO_001031" TRUE "green" TRUE "turquoise"
"DIABRO_001032" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_001035" TRUE "turquoise" TRUE "purple"
"DIABRO_001037" TRUE "green" TRUE "turquoise"
"DIABRO_001038" TRUE "blue" TRUE "greenyellow"
"DIABRO_001039" TRUE "turquoise" TRUE "blue"
"DIABRO_001040" TRUE "green" TRUE "turquoise"
"DIABRO_001041" TRUE "brown" TRUE "turquoise"
"DIABRO_001042" TRUE "green" TRUE "turquoise"
"DIABRO_001043" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_001044" TRUE "lightcyan" TRUE "midnightblue"
"DIABRO_001045" TRUE "sienna3" TRUE "turquoise"
"DIABRO_001046" TRUE "pink" TRUE "turquoise"
"DIABRO_001047" TRUE "cyan" TRUE "yellow"
"DIABRO_001048" TRUE "salmon" TRUE "tan"
"DIABRO_001049" TRUE "turquoise" TRUE "yellow"
"DIABRO_001050" TRUE "cyan" TRUE "brown"
"DIABRO_001053" TRUE "black" TRUE "brown"
"DIABRO_001055" TRUE "blue" TRUE "blue"
"DIABRO_001056" TRUE "lightsteelblue1" TRUE "blue"
"DIABRO_001057" TRUE "grey" TRUE "grey"
"DIABRO_001059" TRUE "brown" TRUE "darkgrey"
"DIABRO_001060" TRUE "saddlebrown" TRUE "brown"
"DIABRO_001061" TRUE "turquoise" TRUE "salmon"
"DIABRO_001062" TRUE "magenta" TRUE "yellow"
"DIABRO_001063" TRUE "brown" TRUE "blue"
"DIABRO_001064" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_001065" TRUE "red" TRUE "blue"
"DIABRO_001066" TRUE "green" TRUE "turquoise"
"DIABRO_001067" TRUE "turquoise" TRUE "pink"
"DIABRO_001068" TRUE "blue" TRUE "tan"
"DIABRO_001069" TRUE "yellow" TRUE "turquoise"
"DIABRO_001070" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_001071" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_001073" TRUE "blue" TRUE "red"
"DIABRO_001074" TRUE "yellow" TRUE "yellow"
"DIABRO_001076" TRUE "magenta" TRUE "pink"
"DIABRO_001077" TRUE "darkgreen" TRUE "blue"
"DIABRO_001078" TRUE "turquoise" TRUE "brown"
"DIABRO_001079" TRUE "yellow" TRUE "black"
"DIABRO_001080" TRUE "turquoise" TRUE "turquoise"
"DIABRO_001081" TRUE "lightcyan" TRUE "midnightblue"
"DIABRO_001082" TRUE "turquoise" TRUE "blue"
"DIABRO_001083" TRUE "darkgreen" TRUE "blue"
"DIABRO_001084" TRUE "steelblue" TRUE "green"
"DIABRO_001085" TRUE "darkgrey" TRUE "blue"
"DIABRO_001087" TRUE "skyblue3" TRUE "blue"
"DIABRO_001088" TRUE "yellow" TRUE "salmon"
"DIABRO_001089" TRUE "magenta" TRUE "turquoise"
"DIABRO_001092" TRUE "brown" TRUE "purple"
"DIABRO_001093" TRUE "turquoise" TRUE "blue"
"DIABRO_001094" TRUE "mediumpurple3" TRUE "turquoise"
"DIABRO_001096" TRUE "green" TRUE "turquoise"
"DIABRO_001098" TRUE "royalblue" TRUE "black"
"DIABRO_001099" TRUE "lightgreen" TRUE "brown"
"DIABRO_001100" TRUE "paleturquoise" TRUE "brown"
"DIABRO_001101" TRUE "turquoise" TRUE "red"
"DIABRO_001102" TRUE "orangered4" TRUE "turquoise"
"DIABRO_001103" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_001104" TRUE "blue" TRUE "purple"
"DIABRO_001105" TRUE "turquoise" TRUE "greenyellow"
"DIABRO_001107" TRUE "grey" TRUE "grey"
"DIABRO_001108" TRUE "pink" TRUE "midnightblue"
"DIABRO_001109" TRUE "violet" TRUE "turquoise"
"DIABRO_001111" TRUE "pink" TRUE "midnightblue"
"DIABRO_001112" TRUE "darkmagenta" TRUE "blue"
"DIABRO_001114" TRUE "darkmagenta" TRUE "green"
"DIABRO_001115" TRUE "skyblue" TRUE "brown"
"DIABRO_001118" TRUE "yellow" TRUE "midnightblue"
"DIABRO_001119" TRUE "greenyellow" TRUE "black"
"DIABRO_001120" TRUE "pink" TRUE "pink"
"DIABRO_001122" TRUE "white" TRUE "turquoise"
"DIABRO_001123" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_001125" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_001126" TRUE "cyan" TRUE "greenyellow"
"DIABRO_001127" TRUE "purple" TRUE "brown"
"DIABRO_001128" TRUE "pink" TRUE "tan"
"DIABRO_001129" TRUE "cyan" TRUE "brown"
"DIABRO_001130" TRUE "blue" TRUE "darkturquoise"
"DIABRO_001137" TRUE "green" TRUE "turquoise"
"DIABRO_001138" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_001139" TRUE "green" TRUE "turquoise"
"DIABRO_001140" TRUE "turquoise" TRUE "yellow"
"DIABRO_001141" TRUE "turquoise" TRUE "grey60"
"DIABRO_001142" TRUE "yellow" TRUE "blue"
"DIABRO_001143" TRUE "mediumpurple3" TRUE "brown"
"DIABRO_001144" TRUE "mediumpurple3" TRUE "turquoise"
"DIABRO_001145" TRUE "grey60" TRUE "turquoise"
"DIABRO_001146" TRUE "brown" TRUE "pink"
"DIABRO_001147" TRUE "salmon" TRUE "brown"
"DIABRO_001148" TRUE "brown" TRUE "magenta"
"DIABRO_001149" TRUE "turquoise" TRUE "yellow"
"DIABRO_001150" TRUE "orange" TRUE "turquoise"
"DIABRO_001157" TRUE "midnightblue" TRUE "magenta"
"DIABRO_001158" TRUE "tan" TRUE "green"
"DIABRO_001159" TRUE "tan" TRUE "black"
"DIABRO_001160" TRUE "violet" TRUE "yellow"
"DIABRO_001162" TRUE "salmon" TRUE "magenta"
"DIABRO_001163" TRUE "green" TRUE "turquoise"
"DIABRO_001164" TRUE "darkolivegreen" TRUE "green"
"DIABRO_001165" TRUE "darkgreen" TRUE "green"
"DIABRO_001166" TRUE "skyblue" TRUE "blue"
"DIABRO_001172" TRUE "turquoise" TRUE "turquoise"
"DIABRO_001177" TRUE "yellow" TRUE "green"
"DIABRO_001178" TRUE "yellow" TRUE "green"
"DIABRO_001179" TRUE "salmon" TRUE "blue"
"DIABRO_001180" TRUE "lightyellow" TRUE "brown"
"DIABRO_001181" TRUE "salmon" TRUE "pink"
"DIABRO_001182" TRUE "purple" TRUE "turquoise"
"DIABRO_001183" TRUE "yellow" TRUE "midnightblue"
"DIABRO_001184" TRUE "turquoise" TRUE "purple"
"DIABRO_001185" TRUE "tan" TRUE "pink"
"DIABRO_001187" TRUE "yellowgreen" TRUE "blue"
"DIABRO_001189" TRUE "sienna3" TRUE "green"
"DIABRO_001191" TRUE "cyan" TRUE "pink"
"DIABRO_001192" TRUE "darkred" TRUE "blue"
"DIABRO_001193" TRUE "black" TRUE "blue"
"DIABRO_001194" TRUE "pink" TRUE "greenyellow"
"DIABRO_001195" TRUE "pink" TRUE "turquoise"
"DIABRO_001196" TRUE "pink" TRUE "purple"
"DIABRO_001199" TRUE "turquoise" TRUE "blue"
"DIABRO_001200" TRUE "green" TRUE "turquoise"
"DIABRO_001201" TRUE "red" TRUE "turquoise"
"DIABRO_001202" TRUE "grey" TRUE "grey"
"DIABRO_001203" TRUE "black" TRUE "lightyellow"
"DIABRO_001204" TRUE "steelblue" TRUE "yellow"
"DIABRO_001205" TRUE "turquoise" TRUE "blue"
"DIABRO_001206" TRUE "red" TRUE "turquoise"
"DIABRO_001207" TRUE "lightyellow" TRUE "green"
"DIABRO_001208" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_001209" TRUE "lightgreen" TRUE "blue"
"DIABRO_001210" TRUE "sienna3" TRUE "yellow"
"DIABRO_001211" TRUE "lightcyan" TRUE "pink"
"DIABRO_001215" TRUE "white" TRUE "turquoise"
"DIABRO_001216" TRUE "red" TRUE "turquoise"
"DIABRO_001217" TRUE "turquoise" TRUE "green"
"DIABRO_001218" TRUE "brown" TRUE "saddlebrown"
"DIABRO_001219" TRUE "blue" TRUE "purple"
"DIABRO_001220" TRUE "orangered4" TRUE "turquoise"
"DIABRO_001221" TRUE "orange" TRUE "turquoise"
"DIABRO_001223" TRUE "turquoise" TRUE "yellow"
"DIABRO_001224" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_001231" TRUE "red" TRUE "blue"
"DIABRO_001232" TRUE "orangered4" TRUE "brown"
"DIABRO_001233" TRUE "salmon" TRUE "greenyellow"
"DIABRO_001234" TRUE "black" TRUE "turquoise"
"DIABRO_001235" TRUE "black" TRUE "lightyellow"
"DIABRO_001236" TRUE "midnightblue" TRUE "purple"
"DIABRO_001237" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_001238" TRUE "lightcyan" TRUE "purple"
"DIABRO_001239" TRUE "yellow" TRUE "yellow"
"DIABRO_001241" TRUE "brown" TRUE "brown"
"DIABRO_001242" TRUE "yellow" TRUE "turquoise"
"DIABRO_001243" TRUE "midnightblue" TRUE "blue"
"DIABRO_001244" TRUE "orange" TRUE "turquoise"
"DIABRO_001246" TRUE "turquoise" TRUE "turquoise"
"DIABRO_001247" TRUE "blue" TRUE "darkorange"
"DIABRO_001248" TRUE "green" TRUE "turquoise"
"DIABRO_001249" TRUE "darkorange" TRUE "brown"
"DIABRO_001250" TRUE "black" TRUE "red"
"DIABRO_001257" TRUE "grey60" TRUE "brown"
"DIABRO_001259" TRUE "turquoise" TRUE "tan"
"DIABRO_001260" TRUE "lightgreen" TRUE "blue"
"DIABRO_001261" TRUE "red" TRUE "red"
"DIABRO_001262" TRUE "lightgreen" TRUE "green"
"DIABRO_001263" TRUE "green" TRUE "turquoise"
